citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning,hyde_fallback
73,"beamforming at transmit is produced by divid- ing the total OFDM bandwidth B, consisting of Nc subcarriers into Nsb sub bands with smaller bandwidth of Bb, consisting of Ncb subcarriers. The bandwidth per sub-band Bb will deter- mine the range resolution of the CC-OFDM radar as follows: (cid:49)R = 2Bb (8) VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar FIGURE 1. Circulating code in OFDM MIMO radar transmitters with Nt elements transmitting coherence signals, delay difference of (cid:49)t and array factor is defined in the xy plane: (a) time domain and (b) space domain. where (cid:49)R is the range resolution in each beam. If the fre- quency spacing between the OFDM subcarriers",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"When the available bandwidth can be divided into several subbands, the degree of orthogonality can be further improved by assigning different subbands, for the neighboring beams, and the same subband can be reused for the non-adjacent beams.","[""is one out of 101 that constitute the MIMO transmitter system\nVOLUME 13, 2025\nD. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning\nFIGURE 1. Block diagram of a transmit receive module of CC-OFDM\nTABLE 1. CC-OFDM MIMO radar system specifications for surveillance\napplications.\nof the surveillance radar. The T/R module which feeds an\nantenna element belonging to the horizontal MIMO array that\nprovides the azimuth scanning. The analog subsystems of the"", ""ongoing research until nowadays [20], [21], [22], [23]. When\nthe available bandwidth can be divided into several subbands,\nthe degree of orthogonality can be further improved by\nassigning different subbands, for the neighboring beams, and\nthe same subband can be reused for the non-adjacent beams.\nThe interference among these co-channel beams can be\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nsuppressed further through the generation of low sidelobes by\ntapering the array element feeds. The co-channel beams are""]",True,"The available bandwidth can be divided into several subbands, enhancing orthogonality by assigning different subbands for neighboring beams while reusing the same subband for non-adjacent beams (D. Kuswidiastuti et al., 2025).","The retrieved reference discusses the division of bandwidth into subbands, which directly relates to the source paragraph's claim about the impact of sub-band bandwidth on range resolution in CC-OFDM radar.",False
74,"Multibeam CC-OFDM Azimuth Scanning MIMO Radar The phase steering is deﬁned as: β(fn,a,b, (cid:49)tb) = 2π fn,a,b(cid:49)tb (13) hence, at any transmitter p, the WG generates Nb beams simultaneously during the Nsym symbol periods with ampli- tude control Ip. The CC-OFDM complex signal of symbol a in beam b at the p-th transmitter is: xp,a,b(t) = Ip −1 Ncb (cid:88) n=0 Cn,pga,b,nejpβ(fn,a,b,(cid:49)tb) × ej2π(n+(za,b−1)Ncb )(cid:49)f (t−(a−1)T0) for 0 ≤ t − (a − 1)T0 + p(cid:49)tb ≤ T0. (14) The complex discrete-time signal of the baseband CC-OFDM signal in (14) is: xp,a,b(t) = Ip −1 Ncb (cid:88) n=0 Cn,pga,b,nejpβ(fn,a,b,(cid:49)tb) × ej2π(n+(za,b−1)Ncb )(cid:49)f (kTs−(a−1)T0) for 0 ≤ kTs − (a − 1)T0 + p(cid:49)tb ≤ T0. (15) The time delay (cid:49)tb",Radar search and overview of detection in interference,"Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar: is very much depending on the synchronization between the WGs, the DSPs and the oscillators on the T/R modules of CC-OFDM MIMO radar.","[""is very much depending on the synchronization between the\nWGs, the DSPs and the oscillators on the T/R modules of\nCC-OFDM MIMO radar.\nREFERENCES\n[1] J. A. Scheer, ‘‘Radar search and overview of detection in interference,\n‘‘Radar search and overview of detection in interference,’’ in Principles\nModern Radar, vol. 1. SciTech Publishing, 2010, pp. 87–113.\n[2] C. A. Balanis, Antenna Theory: Analysis and Design, 4th ed. Wiley, 2016.\n[3] M. J. P. Porras, T. Bertuch, C. Loecker, R. Adams, R. Wunderlich, and""]",True,"The processing of multibeam azimuth scanning CC-OFDM-MIMO radar relies heavily on the synchronization between the waveform generators, digital signal processors, and oscillators in the transmit/receive modules (Scheer, 2010).","The retrieved reference discusses the importance of synchronization in the processing of CC-OFDM MIMO radar, which directly supports the methods and findings presented in the source paragraph regarding the phase steering and signal generation in multibeam radar systems.",False
75,"the n-th subcarrier for symbol a in beam b is given by ga,b,n. In order to generate CC-OFDM waveform, additional phase steering β(fn,a,b, (cid:49)tb) is given to the speciﬁed OFDM sub-band frequencies of beam b for generating a required time delay between the transmit elements for beam b. 53688 VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar TABLE 1. Surveillance radar system and waveform specifications. strict requirement for the time and frequency accuracy of the oscillator clocks at transmitters and receivers. For instance, with an IF of 20 MHz and a carrier frequency offset of 10 kHz the error in beam direction becomes 0.1◦ and the estimated range error equals 0.27 meter",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,CC-OFDM MIMO radar system specifications for surveillance applications.,"[""is one out of 101 that constitute the MIMO transmitter system\nVOLUME 13, 2025\nD. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning\nFIGURE 1. Block diagram of a transmit receive module of CC-OFDM\nTABLE 1. CC-OFDM MIMO radar system specifications for surveillance\napplications.\nof the surveillance radar. The T/R module which feeds an\nantenna element belonging to the horizontal MIMO array that\nprovides the azimuth scanning. The analog subsystems of the""]",True,"The specifications of the CC-OFDM MIMO radar system for surveillance applications indicate the importance of precise time and frequency accuracy in the oscillator clocks at transmitters and receivers (D. Kuswidiastuti et al., 2025).","The retrieved reference discusses the specifications of the CC-OFDM MIMO radar system, which directly relates to the source paragraph's emphasis on the accuracy requirements for oscillator clocks in the context of radar systems.",False
76,"FOR LONG-RANGE SURVEILLANCE A. REQUIREMENTS A. REQUIREMENTS To elucidate the novel concept and detailed implementation of the CC-OFDM MIMO radar, we will take a surveillance radar design as an example for analyses in the subsequent sections. The CC-OFDM MIMO radar waveform designed herein is based on the requirement of surveillance radars used in coastal areas, where the target of interest are ships and small aircrafts in the area within 180 km from the radar site. OFDM signals with subcarrier spacing of 10 KHz will give a maximum unambiguous range of 15 km. In order to extend the maximum unambiguous range of the radar up to 180 km, 12 orthogonal OFDM symbols with symbol time of 0.1 ms are transmitted in",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,the principles of CC-OFDM MIMO radars have been discussed in [20] by way of an exemplary radar design for a long-range surveillance mission.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""the transmit element has already have phase difference for\nsteering the beam to the intended direction. By doing so,\nthe phase-shifter components which are usually required in\na phase array or in a coherent MIMO radars are no longer\nneeded.\nThe principles of CC-OFDM MIMO radars have been\ndiscussed in [20] by way of an exemplary radar design for\na long-range surveillance mission. The design includes the\nsystem architecture and parameters, the waveform design"", ""109902\nal.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar\nFIGURE 8. The correlator outputs of: a) beam −8, b) beam 0, and\nc) beam 8.\nFIGURE 9. The correlator outputs of beam 0 with two targets present at\n100 km with a space of 60 meter from each other.\nThe complete schedule for the 63 beams can be found\nin [20]. Interference between the neigboring beams\nare very low because they use a different sub-band,\nhowever, because of bandwidth limitation, the available""]",True,The principles of CC-OFDM MIMO radars are exemplified through a radar design specifically tailored for long-range surveillance applications (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).,"The retrieved reference directly discusses the principles of CC-OFDM MIMO radars in the context of a long-range surveillance mission, which aligns closely with the requirements outlined in the source paragraph.",False
77,"of 10 KHz will give a maximum unambiguous range of 15 km. In order to extend the maximum unambiguous range of the radar up to 180 km, 12 orthogonal OFDM symbols with symbol time of 0.1 ms are transmitted in series. The 12 OFDM signals are transmitted in quasi-continuous way, since the transmitter is idle during the reception period within one repetition time interval. The CC-OFDM MIMO radar system and waveform speciﬁcations are described in Table 1 In this case, each sub band which consists of 256 subcarriers are used for beam- forming; that leads to 2.56 MHz bandwidth and results in a range resolution of 60 meters in each beam. The OFDM signal period is 0.1 ms and the",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"range resolution will be 60 meter. The CC-OFDM individual symbol duration is 0.1 ms, and the transmitters transmit a frame consisting of 12 consecutive symbols in series. The frame period is 1.2 ms, when the symbols are orthogonal, then the maximum unambiguous range is not only 15 km but 12 times longer (i.e. 180 km).","[""range resolution will be 60 meter. The CC-OFDM individual\nsymbol duration is 0.1 ms, and the transmitters transmit a\nframe consisting of 12 consecutive symbols in series. The\nframe period is 1.2 ms, when the symbols are orthogonal,\nthen the maximum unambiguous range is not only 15 km but\n12 times longer (i.e. 180 km).\nCC-OFDM transmitter and receiver block diagram incor-\nporates simple transmit and receive modules. Fig. 1 depicts\nthe block diagram of a transmit/receive (T/R) module, which"", ""other multi-TRM radars due to the nature of the orthogonal\nmulti-beam generation with Golay-coded OFDM waveforms\nand subbands.\nThere are previous research on radar waveform for ISAC\npurposes [25], [26] which discussed about cyclic prefix (CP)\nbased OFDM waveform and how the CP is very much\ndefining the maximum unambiguous range of the radar\nsystem. CC-OFDM MIMO radar waveform design which\nis discussed in this paper is not a CP based radar, the\ntransmitters are transmitting multiple orthogonal symbols in"", ""multiple transmitters and the multiple receivers of CC-OFDM\nradars are very crucial to guarantee that the receiver can\ngive the accurate detection. It can be seen from Fig. 4, that\nthe receiver are continuously active and ready to receive the\npossible incoming beam symbols. Taken an example of the\nreceiver schedule from 0 to 0.1 ms, the receiver is expecting\nonly the echo of the first symbol to arrive. However, in the\nnext 0.1 to 0.2 ms, there are 2 possible symbols that may""]",True,"The CC-OFDM individual symbol duration is 0.1 ms, and the maximum unambiguous range can be extended to 180 km by transmitting a frame of 12 orthogonal symbols in series (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).","The retrieved reference directly supports the claims in the source paragraph regarding the symbol duration, the number of symbols transmitted, and the resulting maximum unambiguous range.",False
78,"it can be seen from (11) that the phase correction, Cn,p,a,b is given to the n-th subcarrier frequency of the OFDM waveform generated for the p-th transmitter for beamforming to θb of symbol a. The Taylor coefﬁcient for sidelobe suppression Ip in (7) is also digitally generated directly from the WG. It is for these two reasons that the CC-OFDM waveforms must be generated simultane- ously per row of the azimuth antenna elements. It is therefore necessary to implement a digital WG at each transmitter with programmability feature, since different radar applications might require different parameters for the beams, waveforms, symbols and frames of symbols. Consequently, the adoption of the concept of software-deﬁned radar (SDR) platform is advantageous and instrumental",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"is very much depending on the synchronization between the WGs, the DSPs and the oscillators on the T/R modules of CC-OFDM MIMO radar.","[""is very much depending on the synchronization between the\nWGs, the DSPs and the oscillators on the T/R modules of\nCC-OFDM MIMO radar.\nREFERENCES\n[1] J. A. Scheer, ‘‘Radar search and overview of detection in interference,\n‘‘Radar search and overview of detection in interference,’’ in Principles\nModern Radar, vol. 1. SciTech Publishing, 2010, pp. 87–113.\n[2] C. A. Balanis, Antenna Theory: Analysis and Design, 4th ed. Wiley, 2016.\n[3] M. J. P. Porras, T. Bertuch, C. Loecker, R. Adams, R. Wunderlich, and"", ""signal processor (DSP). At the DSP, the signal is filtered\n109900\nal.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar\nRadar.\nout from the unwanted harmonics, and phase compensated to\nalign the signal coming from receiver antenna q. At this stage,\nthe digital IF received signals coming from all the receive\nt\nantennas can be defined as:\nN r −1\nX 2\nyIF (k, θ′, τ , = yIF (k, θ′, τ ,\nf ) f ) (12)\na′,b′ 0 D q,a′,b′ 0 D\nq=−Nr−1\n2\nwith N is the number of receive antennas, the IF digital\nr"", ""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing""]",True,"The synchronization between the waveform generators, digital signal processors, and oscillators is crucial for the effective operation of CC-OFDM MIMO radar systems (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).","The retrieved reference discusses the importance of synchronization between components in CC-OFDM MIMO radar, which supports the claim in the source paragraph about the necessity of implementing a digital waveform generator at each transmitter.",False
79,"xIF p,a,b, will be converted to analog signals through a DAC device of the p-th transmitter. Using the same procedure, the 63 beam signals are generated simultaneously by the digital WG at each transmit element. For a good operational performance of CC OFDM MIMO radar an important and crucial note should be made now, that is: Transmitting multiple symbols in series and in parallel contributing simultaneously to multiple beams effective in various range intervals, the quasi - CW transmission neces- sitates that the CC OFDM symbols should be orthogonal in time, frequency and code. In the following the orthogonality aspects are detailed. • Single CC OFDM symbol In this example, one symbol of CC-OFDM waveform contributes to 63 beam signals.",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,multiple transmitters and the multiple receivers of CC-OFDM radars are very crucial to guarantee that the receiver can give the accurate detection.,"[""multiple transmitters and the multiple receivers of CC-OFDM\nradars are very crucial to guarantee that the receiver can\ngive the accurate detection. It can be seen from Fig. 4, that\nthe receiver are continuously active and ready to receive the\npossible incoming beam symbols. Taken an example of the\nreceiver schedule from 0 to 0.1 ms, the receiver is expecting\nonly the echo of the first symbol to arrive. However, in the\nnext 0.1 to 0.2 ms, there are 2 possible symbols that may"", ""is very much depending on the synchronization between the\nWGs, the DSPs and the oscillators on the T/R modules of\nCC-OFDM MIMO radar.\nREFERENCES\n[1] J. A. Scheer, ‘‘Radar search and overview of detection in interference,\n‘‘Radar search and overview of detection in interference,’’ in Principles\nModern Radar, vol. 1. SciTech Publishing, 2010, pp. 87–113.\n[2] C. A. Balanis, Antenna Theory: Analysis and Design, 4th ed. Wiley, 2016.\n[3] M. J. P. Porras, T. Bertuch, C. Loecker, R. Adams, R. Wunderlich, and"", ""r\nreceived signal, yIF (k) will be processed to obtain the target\na′,b′\nprofiles, which is discussed in the next section.\nA. BEAM AND RANGE PROCESSING CONCEPT OF\nCC-OFDM MIMO RADAR WAVEFORM\nA c c o r d i n g to th e p a r al l e l p ro c e s s in g bl o c k d i a g r a m i n F ig . 5 ,\nth e r e c e i v ed IF s ig n a l c o m in g t h r o u gh a ll t h e r e c e i ve r s i n (1 2 )\nwill be correlated with the IF reference signal per symbol\nand per beam signals in parallel. Hence, there will be N\nb""]",True,The effectiveness of CC OFDM MIMO radar relies on the coordination of multiple transmitters and receivers to ensure accurate detection of beam symbols (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).,"The retrieved reference discusses the importance of multiple transmitters and receivers in CC OFDM radar systems, which directly supports the source paragraph's claim about the operational performance of CC OFDM MIMO radar and the generation of multiple beam signals.",False
80,"VII. THE COUPLING BETWEEN CC-OFDM MULTI-BEAMS VII. THE COUPLING BETWEEN CC-OFDM MULTI-BEAMS A. THE COUPLING BETWEEN NEIGHBORING BEAMS A. THE COUPLING BETWEEN NEIGHBORING BEAMS This section analyzes the coupling between beams which are transmitted simultaneously over the same period of sym- bol duration. Analysis is done to the beams transmitted on the ﬁrst symbol period, with the scheduling as described in Table 2. It is necessary to make sure that the coupling between the multi-beam CC-OFDM which are transmitted simultaneously using limited bandwidth are low to avoid the probability of false alarm on radar receiver. In this paper, coupling analysis are done for near broadside and near edge beams (i.e., beams that spatially close to each other) and for co-channel",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"and at the nearest co-channel beams. It shows that with the concept proposed in CC-OFDM MIMO Radar, it is possible to design a long-range radar with low power transmission by transmitting multi-orthogonal CC-OFDM symbols in series, to improve the Signal-to-Noise of the radar system.","[""multiple transmitters and the multiple receivers of CC-OFDM\nradars are very crucial to guarantee that the receiver can\ngive the accurate detection. It can be seen from Fig. 4, that\nthe receiver are continuously active and ready to receive the\npossible incoming beam symbols. Taken an example of the\nreceiver schedule from 0 to 0.1 ms, the receiver is expecting\nonly the echo of the first symbol to arrive. However, in the\nnext 0.1 to 0.2 ms, there are 2 possible symbols that may"", ""and at the nearest co-channel beams. It shows that with the\nconcept proposed in CC-OFDM MIMO Radar, it is possible\nto design a long-range radar with low power transmission by\ntransmitting multi-orthogonal CC-OFDM symbols in series,\nto improve the Signal-to-Noise of the radar system. It is\npossible to have a software defined radar, with multiple PRFs,\nwithout any RF phase shifter for creating multiple beam.\nThe orthogonality of the beams and the symbols obtained"", ""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing""]",True,"The design of CC-OFDM MIMO radar allows for low power transmission while maintaining low coupling between co-channel beams, thereby improving the radar system's Signal-to-Noise ratio.","This reference discusses the design of CC-OFDM MIMO radar and emphasizes the importance of low coupling between beams, which directly supports the claim made in the source paragraph about the necessity of minimizing coupling to avoid false alarms.",False
81,"beam isolation, the range resolution, the Doppler resolution, those parameters can be modiﬁed and optimized based on the characteristic of the target of interest. Some of the radar speciﬁcations that can be achieved by modifying some of the CC-OFDM waveform parameters are as follows: • The maximum unambiguous range for conventional OFDM radar is mainly limited by the spacing between the OFDM subcarriers. However, one could extend the maximum unambiguous range of the radar by send- ing multiple successive orthogonal CC-OFDM symbols containing orthogonal Golay codes. How many symbols that must be sent will depend on how far the maximum unambiguous range is that the application requires. • The maximum velocity depends on the frequency spac- ing between the OFDM",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,other multi-TRM radars due to the nature of the orthogonal multi-beam generation with Golay-coded OFDM waveforms and subbands.,"[""multiple transmitters and the multiple receivers of CC-OFDM\nradars are very crucial to guarantee that the receiver can\ngive the accurate detection. It can be seen from Fig. 4, that\nthe receiver are continuously active and ready to receive the\npossible incoming beam symbols. Taken an example of the\nreceiver schedule from 0 to 0.1 ms, the receiver is expecting\nonly the echo of the first symbol to arrive. However, in the\nnext 0.1 to 0.2 ms, there are 2 possible symbols that may"", ""other multi-TRM radars due to the nature of the orthogonal\nmulti-beam generation with Golay-coded OFDM waveforms\nand subbands.\nThere are previous research on radar waveform for ISAC\npurposes [25], [26] which discussed about cyclic prefix (CP)\nbased OFDM waveform and how the CP is very much\ndefining the maximum unambiguous range of the radar\nsystem. CC-OFDM MIMO radar waveform design which\nis discussed in this paper is not a CP based radar, the\ntransmitters are transmitting multiple orthogonal symbols in"", ""RF phase shifters because the amplitude and phase\nfrom the waveform generation stage. The multiple\nwithout beams switching that makes the radar has\n−45 to 45 degree. The proposed design of long-range\nby transmitting multi-orthogonal CC-OFDM symbols\nrange and improves the Signal-to-Noise of the\nsymbols obtained by applying orthogonal Golay\nto avoid interference between beams and between\nworks by correlating the received signals with the\ntransmitters and receivers. The output of the multibeam""]",True,The maximum unambiguous range of radar systems can be extended by utilizing orthogonal multi-beam generation with Golay-coded OFDM waveforms (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).,"The reference discusses the use of Golay-coded OFDM waveforms, which directly relates to the source paragraph's claim about extending the maximum unambiguous range of radar systems.",False
82,"our knowledge, there is no publicly available NER dataset for drone forensic problems yet. We identify and propose six entity types as the tagset in the annotation process. The proposed model achieves a competitive score compared to the state-of-the-art methods, with a 91.146% F1 score. Yet, one of the scenarios achieves high perfor- mance, with a 91.348% F1 score. 2) This work showcases how to utilize speciﬁc evidence data to perform forensic information extraction to assist a forensic investigation, including a simple framework for data extraction and annotation. 3) We propose and investigate cosine similarity as a sub- stitutive of dot-product in the self-attention sub-layer of the Transformer encoder to model contextual depen- dency in a sequence. We also propose",Forensic Investigation of Drone Malfunctions with Transformer,"Furthermore, Silalahi et al. developed the Transformer using cosine similarity to discover and extract some incident-related information. Cosine similarity is used to substitute dot-product in the self-attention mechanism of the Transformer encoder layer.","[""of 98.63% and 95.9%, respectively.\nFurthermore, Silalahi et al. [6] developed the Transformer\nusing cosine similiarity to discover and extract some incident-\nrelated information. Cosine similiarity is used to substitute dot-\nproduct in the self-attention mechanism of the Transformer\nencoder layer. The datasets that were used are drone logs from\nthe DJI Phantom. The purposeful method has an F1 score\n91.35% compared with another Transformer model.\nOther research proposed a method in forensic event re-""]",True,"Silalahi et al. developed a Transformer model that utilizes cosine similarity in place of dot-product within the self-attention mechanism to extract incident-related information, achieving an F1 score of 91.35% (Silalahi et al.).","The retrieved reference directly discusses the use of cosine similarity in the Transformer model, which aligns with the source paragraph's mention of using cosine similarity in the self-attention sub-layer, thus supporting the claims made in the source.",False
83,". According to those case studies, the drone’s controller devices stored valuable data that can be compared to the other artifacts enabling a correlation study between the UAV and the mobile application used to control the drone. Some studies also suggest a technical procedure for drone forensic inquiry. In order to perform an end-to-end analysis from the preparation to the reporting of the ﬁndings, ten procedures proposed by Salamh et al. must be followed. Analyzing the encrypted ﬁles is one of the obstacles in the data collection phase. For the DJI models, encrypted evidentiary data is a certainty. However, sometimes we have no access to the DJI proprietary tools. Therefore, the data must be decrypted without using DJI’s proprietary tool,",Forensic Investigation of Drone Malfunctions with Transformer,Jain et al. proposed a framework for sensor data identification and verification. An analysis of a drone’s architecture and a forensic model with generic features are proposed here in order to enhance the digital investigation process.,"[""Furthermore, Jain et al. [10] proposed a framework for\nsensor data identification and verification. An analysis of a\ndrone’s architecture and a forensic model with generic features\nare proposed here in order to enhance the digital investigation\nprocess. Also, Barton et al. [11] conducted the research to\nreconstruct the actions taken by these drones, identify their\nowners or operators, and extract data from associated mobile\ndevices.\nIn other research in drone forensics, this paper also analyze"", ""firmware logs, and controller applications can be analysed,\nas illustrated in Fig 1. For instance, GPS records can be\nutilised to reconstruct and analyse the path taken by the drone\nduring a flight [2]. The deviation between the empirical flight\nand reconstructed paths can happen if the drone encounters\nGPS spoofing [3].\nAmong the published drone forensics studies, popular\nworks include case studies, evidence analysis, tools develop-\nment, and forensic framework development [5]. The widely"", ""challenges encountered during the study are disclosed, along\nwith limitations and threats to validity. As drone forensics\nis an emerging topic, there are very limited public datasets\navailable. The log messages used in this study are mainly\nacquired from DJI-made devices. There is yet to come\na publicly available dataset of log messages from other\ndrone manufacturers. Several publicly available datasets are\n64264\nSilalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection""]",True,"Jain et al. proposed a framework for sensor data identification and verification, enhancing the digital investigation process in drone forensics.","The reference discusses a framework for sensor data identification and verification, which aligns with the source paragraph's focus on data analysis and forensic inquiry related to drones.",False
84,"concept of concatenating the word’s vector representation with the Bidirectional Long Short-Term Memory (LSTM) layer output. The Conditional Random Field (CRF) layer is 3260 VOLUME 11, 2023 S. Silalahi et al.: Transformer-Based NER on Drone Flight Logs to Support Forensic Investigation used to decode the concatenated output since it can determine how the sequence labels relate to one another. Most of the work involved in implementing deep learning models is predominantly spent on ﬁguring out how to prepare adequate input representations. Most often, word embedding techniques like GloVe , Word2vec , BERT , and ELMo are used to learn the input representation. Pre- trained language models, such as BERT and ELMo, can generate contextualized representational vectors after going through a",DroNER: Dataset for drone named entity recognition,"S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘DroNER: Dataset for drone named entity recognition,’’ DataBrief, vol. 48, Jun. 2023, Art. no. 109179.","[""Artif. Intell., vol. 3, no. 6, pp. 973–993, Dec. 2022.\n[51] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘DroNER: Dataset for drone\nnamedentityrecognition,’’DataBrief,vol.48,Jun.2023,Art. no. 109179.\n[52] I. AirData UAV. (2023). Drone Error and Warning Codes-World’s\nMost Comprehensive List. [Online]. Available: https://app.airdata.\ncom/wiki/Notifications/\n[53] C. Wang, P. Nulty, and D. Lillis, ‘‘A comparative study on word\nembeddings in deep learning for text classification,’’ in Proc. 4th Int. Conf.""]",True,"The DroNER dataset provides a comprehensive resource for training named entity recognition models specifically for drone-related text, which is crucial for developing effective input representations in deep learning applications.","The reference discusses a dataset specifically designed for named entity recognition in drone contexts, which directly supports the source paragraph's focus on input representations for deep learning models in this domain.",False
85,"I. INTRODUCTION I. INTRODUCTION The use of drones has become increasingly common in various applications, including aerial photography, surveying, and monitoring. However, drones can also be involved in incidents such as accidents, violations, or even crimes, making it necessary to investigate drone logs as part of forensic investigations. In a forensic investigation, drone logs are essential sources of information that can help investigators reconstruct the events leading up to an incident. Drone logs typically include information such as flight paths, altitude, speed, battery life, sensor data, and other telemetry information . Important analysis of drone logs involves the identification of the most critical pieces of information in the log data and the analysis of how they relate to the incident",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"These files contain not only empirical processes but also record the sensor data for every certain time period, making the drone forensic-ready in case encounters an accident or incident.","[""and activities that happen during a flight and stores the\nrecorded events in log files. These files contain not only\nempirical processes but also record the sensor data for every\ncertain time period, making the drone forensic-ready in case\nencounters an accident or incident. Assuming that the log data\nare admissible, a forensic investigation can be conducted to\nunderstand the incident scenario and uncover the root cause.\nTo do so, several artefacts such as flight logs, images, videos,"", ""research category, a forensic examination is performed on a\ndrone device after having a scened flight under a controlled\nenvironment. The procedure starts with the data collection\nstage and ends with the investigation report. Yousef and\nIqbal [10] proposed a series of guidelines to help forensic\ninvestigators conduct forensic investigations using the DJI\nMavic Air drone model. In order to gather the evidence and\nexplain the successfully collected data, various techniques"", ""equipped with sophisticated visualization features to high-\nlight critical information and assist the forensic investigator\nin analyzing, interpreting, and drawing conclusions [29].\nUnderstanding the drone device and its parts is a cru-\ncial step before beginning a forensic investigation [30].\n3259\nS. Silalahi\nAccordingly, Jain et al. [30] proposed a framework com-\nprising 12 phases. The first five phases were used to locate\nand validate the drone’s sensors and data. The other seven""]",True,Drone logs contain empirical processes and sensor data that make them essential for forensic investigations in the event of accidents or incidents.,The retrieved reference directly supports the claim about the importance of drone logs in forensic investigations by stating that these logs record sensor data and are crucial for understanding incidents.,False
