citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning,hyde_fallback
68,"a speciﬁed time delay difference of (cid:49)t, each (cid:49)t value produces a beam pattern equivalent to a phased array having inter-element phase difference that depends on the corresponding subcarrier frequencies. Multiple beams can be formed simultaneously, by assigning multiple subcarrier sets which are transmit- ted using different value of (cid:49)t. This idea is the primary contribution of this paper, which will be elaborated in the sequel. A second contribution in this paper concerns the improvement of time on target in a MIMO radar adopting CC-OFDM waveforms. While multiple beamscanning in tra- ditional phased array radar results in limited time on target, CC-OFDM MIMO radar could give a much longer time on target because multiple beams in CC-OFDM radar can be",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"the transmit element has already have phase difference for steering the beam to the intended direction. By doing so, the phase-shifter components which are usually required in a phase array or in a coherent MIMO radars are no longer needed.","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""targets tracking in distributed MIMO radar systems,’’ Int. J. Antennas\nPropag., vol. 2017, Jul. 2017, Art. no. 7241281.\n[17] M. Davis, G. Showman, and A. Lanterman, ‘‘Coherent MIMO radar: The\nphased array and orthogonal waveforms,’’ IEEE Aerosp. Electron. Syst.\nMag., vol. 29, no. 8, pp. 76–91, Aug. 2014.\n[18] Z. Qiu, X. Li, H. Chen, Z. Zhuang, and J. Yang, ‘‘Effects of transmitting\ncorrelated waveforms for co-located multi-input multi-output radar with"", ""the transmit element has already have phase difference for\nsteering the beam to the intended direction. By doing so,\nthe phase-shifter components which are usually required in\na phase array or in a coherent MIMO radars are no longer\nneeded.\nThe principles of CC-OFDM MIMO radars have been\ndiscussed in [20] by way of an exemplary radar design for\na long-range surveillance mission. The design includes the\nsystem architecture and parameters, the waveform design""]",True,"The CC-OFDM MIMO radar system can steer beams without the need for phase-shifter components, as the transmit elements inherently possess phase differences for directing the beams (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).","This reference directly supports the claim about the ability of CC-OFDM MIMO radar to form multiple beams and improve time on target by eliminating the need for phase shifters, which aligns with the main contributions discussed in the source paragraph.",False
69,"In our case, quasi-continuous transmission is used through proper scheduling of OFDM transmission and echoes reception to prevent the coupling. • The receiver that continuously receives signal echoes coming from multiple targets must be able to distinguish which targets are very near or very far from the radar. This is the reason in this paper that orthogonal codes are given to successive CC-OFDM symbols. These unique codes are given and known by the receiver, so that the receiver could properly detect and distinguish targets nearby and far away from the radar. In this paper we describe the waveform design of a CC-OFDM quasi-continuous wave for MIMO long the range radar. Quasi-CW transmission could limit leakage/coupling problem by time-isolation of the",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"the receiver processing concept of the CC-OFDM MIMO radar in Section III, including the beam and range processing","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree"", ""Circulating codes,’’ J. Electr. Comput. Eng., vol. 2013, pp. 1–8, Jan. 2013,\ndoi: 10.1155/2013/809691.\n[20] D.Kuswidiastuti,L.P.Ligthart,andG.Hendrantoro,‘‘Atransmitterdesign\nfor the multi-beam CC-OFDM azimuth scanning MIMO radar,’’ IEEE\nAccess, vol. 10, pp. 53682–53702, 2022.\n[21] Z. Xu and A. Petropulu, ‘‘A bandwidth efficient dual-function radar\ncommunication system based on a MIMO radar using OFDM wave-\nforms,’’ IEEE Trans. Signal Process., vol. 71, pp. 401–416, 2023, doi:\n10.1109/TSP.2023.3241779.""]",True,"The receiver processing concept of the CC-OFDM MIMO radar includes methods for distinguishing targets at varying distances, which is essential for effective radar operation (Kuswidiastuti et al., 2025).","The retrieved reference discusses the receiver processing concept of CC-OFDM MIMO radar, which directly relates to the source paragraph's focus on distinguishing targets based on their distance from the radar.",False
70,"attention is paid to utilizing this multi-dimensional orthogonality. The orthogonality between the CC-OFDM symbols is beneﬁcial in obtaining an optimum SNR for increasing the maximum unambiguous range of the radar. Another main contribution of this paper is the design of a radar waveform which could extend its maximum unambiguous range by transmitting quasi-continuously multiple orthogonal CC-OFDM symbols in series. It means that the radar will have a longer pulse rep- etition interval (PRI) which leads to a longer-range detection. The additional requirement is that there must be orthogonal- ities between the symbol series. The orthogonality is pro- vided by using orthogonal codes for coding the CC-OFDM symbols, which can be realized using the Golay codes pre- viously chosen to mitigate",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,other multi-TRM radars due to the nature of the orthogonal multi-beam generation with Golay-coded OFDM waveforms and subbands.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""other multi-TRM radars due to the nature of the orthogonal\nmulti-beam generation with Golay-coded OFDM waveforms\nand subbands.\nThere are previous research on radar waveform for ISAC\npurposes [25], [26] which discussed about cyclic prefix (CP)\nbased OFDM waveform and how the CP is very much\ndefining the maximum unambiguous range of the radar\nsystem. CC-OFDM MIMO radar waveform design which\nis discussed in this paper is not a CP based radar, the\ntransmitters are transmitting multiple orthogonal symbols in"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree""]",True,"The use of Golay-coded OFDM waveforms facilitates the generation of orthogonal multi-beams, which is essential for extending the maximum unambiguous range of radar systems.","The retrieved reference discusses the use of Golay-coded OFDM waveforms to achieve orthogonality in radar systems, directly supporting the claim about the benefits of orthogonality in extending the radar's maximum unambiguous range.",False
71,"also be eliminated because it is possible to design a wave- form to produce an array pattern with a low sidelobe-level characteristic directly from the waveform generation stage. This paper describes a novel design of software deﬁned radar (SDR) using CC OFDM waveforms by giving the phase difference for beam steering and the amplitude tapering coef- ﬁcient at digital waveform generation stage. Hence, when the CC OFDM waveforms are transmitted simultaneously from multiple array antennas, as illustrated in Fig. 1 (a), they will create beams heading to a certain θb direction and exhibiting low side lobe levels. Assume for now that the system is a uniform linear array (ULA) with equal spacing d as depicted in Fig. 1(b). By taking",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"flexibility in the CC-OFDM waveform design, where the radar system can operate with multiple PRFs as per the application requirements.","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""matrix or [6], [7], [8], or by adopting a phased array with\nnon-overlapping subarrays [18]. However, all of the above\nmentioned methods have problems in beam limitation and\ncost.\nCurrent trends regarding dual functional radar communi-\ncation (DFRC) systems which lead to an integrated sensing\nand communication (ISAC) systems motivate furthermore the\nuse of OFDM for radar waveform. Research on finding the\nperfect waveform that can serve for both function is still an"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree""]",True,"The design of CC-OFDM waveforms allows for flexibility in radar systems, enabling operation with multiple pulse repetition frequencies tailored to specific application needs (Kuswidiastuti, 2025).","The retrieved reference discusses the flexibility in CC-OFDM waveform design, which directly supports the claim about designing waveforms for low sidelobe levels and beam steering in radar systems.",False
72,"of the beampattern, p = Ipejp2πfnc,b(cid:49)tb. so that we can deﬁne I (cid:48) The array factor (AF) of the CC-OFDM waveform as a function of angle θ, center frequency of the allocated sub band for the b-th beam, fnc,b, and time delay (cid:49)tb for phase steering of the b-th beam is given by: AF(θ, fnc,b, (cid:49)tb) = Nt −1 2(cid:88) pejpα(θ) I (cid:48) p=− Nt −1 Nt −1 2(cid:88) p=− Nt −1 Ipejp2πfnc,b(cid:49)tb (cid:125) (cid:123)(cid:122) (cid:124) the waveform effect ejpα(θ) (cid:124) (cid:123)(cid:122) (cid:125) the array radiation effect (7) The rightmost form consists of the sum of product of two factors. The ﬁrst represents the waveform effect, which is the Taylor amplitude distribution of the array elements and the phase factor",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"Hence, the array factor of CC-OFDM will be: Nt−1 X2 AF(θ, , (cid:49)t = ejp(α(θ)+β(fn,a,b ,(cid:49)tb) f n,a,b ) I b p p=−Nt−1 2 2π where α(θ) = d sin θ, (3)","[""OFDM signal generation stage. The phase steering given to\nthe CC-OFDM waveform can be defined as follow:\nβ(f , (cid:49)t ) = 2πf (cid:49)t (2)\nn,a,b b n,a,b b\nHence, the array factor of CC-OFDM will be:\nNt−1\nX2\nAF(θ, , (cid:49)t = ejp(α(θ)+β(fn,a,b ,(cid:49)tb)\nf n,a,b ) I\nb p\np=−Nt−1\n2\n2π\nwhere α(θ) = d sin θ, (3)\nλ\nwith d denotes the spacing between the arrays.\nHence, at any transmitter p, the waveform generator\ngenerates multiple waveform for N beams simultaneously\nb"", ""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""ongoing research until nowadays [20], [21], [22], [23]. When\nthe available bandwidth can be divided into several subbands,\nthe degree of orthogonality can be further improved by\nassigning different subbands, for the neighboring beams, and\nthe same subband can be reused for the non-adjacent beams.\nThe interference among these co-channel beams can be\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nsuppressed further through the generation of low sidelobes by\ntapering the array element feeds. The co-channel beams are""]",True,"The array factor of the CC-OFDM waveform is expressed as AF(θ, fn,a,b, (cid:49)tb) = ejp(α(θ)+β(fn,a,b, (cid:49)tb)) with α(θ) defined as d sin θ, indicating the relationship between the array factor and the phase steering of the waveform.","This reference directly provides the mathematical expression for the array factor of the CC-OFDM waveform, which aligns closely with the content of the source paragraph discussing the array factor and phase steering.",False
73,"beamforming at transmit is produced by divid- ing the total OFDM bandwidth B, consisting of Nc subcarriers into Nsb sub bands with smaller bandwidth of Bb, consisting of Ncb subcarriers. The bandwidth per sub-band Bb will deter- mine the range resolution of the CC-OFDM radar as follows: (cid:49)R = 2Bb (8) VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar FIGURE 1. Circulating code in OFDM MIMO radar transmitters with Nt elements transmitting coherence signals, delay difference of (cid:49)t and array factor is defined in the xy plane: (a) time domain and (b) space domain. where (cid:49)R is the range resolution in each beam. If the fre- quency spacing between the OFDM subcarriers",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"When the available bandwidth can be divided into several subbands, the degree of orthogonality can be further improved by assigning different subbands, for the neighboring beams, and the same subband can be reused for the non-adjacent beams.","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""ongoing research until nowadays [20], [21], [22], [23]. When\nthe available bandwidth can be divided into several subbands,\nthe degree of orthogonality can be further improved by\nassigning different subbands, for the neighboring beams, and\nthe same subband can be reused for the non-adjacent beams.\nThe interference among these co-channel beams can be\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nsuppressed further through the generation of low sidelobes by\ntapering the array element feeds. The co-channel beams are""]",True,"The available bandwidth can be divided into several subbands, improving the degree of orthogonality by assigning different subbands for neighboring beams and reusing the same subband for non-adjacent beams (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).","The retrieved reference discusses the division of bandwidth into subbands, which directly relates to the source paragraph's claim about the impact of sub-band bandwidth on range resolution in CC-OFDM radar.",False
74,"Multibeam CC-OFDM Azimuth Scanning MIMO Radar The phase steering is deﬁned as: β(fn,a,b, (cid:49)tb) = 2π fn,a,b(cid:49)tb (13) hence, at any transmitter p, the WG generates Nb beams simultaneously during the Nsym symbol periods with ampli- tude control Ip. The CC-OFDM complex signal of symbol a in beam b at the p-th transmitter is: xp,a,b(t) = Ip −1 Ncb (cid:88) n=0 Cn,pga,b,nejpβ(fn,a,b,(cid:49)tb) × ej2π(n+(za,b−1)Ncb )(cid:49)f (t−(a−1)T0) for 0 ≤ t − (a − 1)T0 + p(cid:49)tb ≤ T0. (14) The complex discrete-time signal of the baseband CC-OFDM signal in (14) is: xp,a,b(t) = Ip −1 Ncb (cid:88) n=0 Cn,pga,b,nejpβ(fn,a,b,(cid:49)tb) × ej2π(n+(za,b−1)Ncb )(cid:49)f (kTs−(a−1)T0) for 0 ≤ kTs − (a − 1)T0 + p(cid:49)tb ≤ T0. (15) The time delay (cid:49)tb",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,the radar system can operate with multiple PRFs as per the application requirements.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""is one out of 101 that constitute the MIMO transmitter system\nVOLUME 13, 2025\nD. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning\nFIGURE 1. Block diagram of a transmit receive module of CC-OFDM\nTABLE 1. CC-OFDM MIMO radar system specifications for surveillance\napplications.\nof the surveillance radar. The T/R module which feeds an\nantenna element belonging to the horizontal MIMO array that\nprovides the azimuth scanning. The analog subsystems of the""]",True,"The CC-OFDM MIMO radar system can operate with multiple pulse repetition frequencies (PRFs) according to application requirements (D. Kuswidiastuti et al., 2025).","The retrieved reference discusses the flexibility of the CC-OFDM waveform design, which aligns with the source paragraph's focus on the multibeam CC-OFDM MIMO radar system's operational capabilities.",False
75,"the n-th subcarrier for symbol a in beam b is given by ga,b,n. In order to generate CC-OFDM waveform, additional phase steering β(fn,a,b, (cid:49)tb) is given to the speciﬁed OFDM sub-band frequencies of beam b for generating a required time delay between the transmit elements for beam b. 53688 VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar TABLE 1. Surveillance radar system and waveform specifications. strict requirement for the time and frequency accuracy of the oscillator clocks at transmitters and receivers. For instance, with an IF of 20 MHz and a carrier frequency offset of 10 kHz the error in beam direction becomes 0.1◦ and the estimated range error equals 0.27 meter",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"flexibility in the CC-OFDM waveform design, where the radar system can operate with multiple PRFs as per the application requirements.","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree""]",True,The CC-OFDM waveform design allows the radar system to operate with multiple pulse repetition frequencies (PRFs) tailored to specific application requirements.,"The retrieved reference discusses the flexibility in CC-OFDM waveform design, which directly relates to the generation of the CC-OFDM waveform mentioned in the source paragraph.",False
76,"FOR LONG-RANGE SURVEILLANCE A. REQUIREMENTS A. REQUIREMENTS To elucidate the novel concept and detailed implementation of the CC-OFDM MIMO radar, we will take a surveillance radar design as an example for analyses in the subsequent sections. The CC-OFDM MIMO radar waveform designed herein is based on the requirement of surveillance radars used in coastal areas, where the target of interest are ships and small aircrafts in the area within 180 km from the radar site. OFDM signals with subcarrier spacing of 10 KHz will give a maximum unambiguous range of 15 km. In order to extend the maximum unambiguous range of the radar up to 180 km, 12 orthogonal OFDM symbols with symbol time of 0.1 ms are transmitted in",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,These processing steps are discussed by taking the surveillance radar specification in Table 1 as an example.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""VOLUME 13, 2025\nCC-OFDM-MIMO Radar\nFIGURE 11. The range profile of two targets at: a) beam 0 and b) beam 1.\nFIGURE 12. The correlator output of the co-channel: a) beam −7,\nb) beam 1, and c) beam 9.\nFIGURE 13. The correlator output of: a) beam 0 with a target at 100 km,\nand b) beam 8 with a target at 101 km respectively.\nthe targets are located at beam 0 and beam 8 at the\nrange of 100 km and 101 km respectively. The beams\nare 10.2◦ apart in the angular space, and the beams are"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree""]",True,"The processing steps for the CC-OFDM MIMO radar are discussed with reference to surveillance radar specifications, illustrating the design's application in long-range surveillance contexts.","The retrieved reference directly discusses the processing steps of the CC-OFDM MIMO radar in the context of surveillance radar specifications, which aligns with the source paragraph's focus on the design and implementation of a surveillance radar system.",False
77,"of 10 KHz will give a maximum unambiguous range of 15 km. In order to extend the maximum unambiguous range of the radar up to 180 km, 12 orthogonal OFDM symbols with symbol time of 0.1 ms are transmitted in series. The 12 OFDM signals are transmitted in quasi-continuous way, since the transmitter is idle during the reception period within one repetition time interval. The CC-OFDM MIMO radar system and waveform speciﬁcations are described in Table 1 In this case, each sub band which consists of 256 subcarriers are used for beam- forming; that leads to 2.56 MHz bandwidth and results in a range resolution of 60 meters in each beam. The OFDM signal period is 0.1 ms and the",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,These processing steps are discussed by taking the surveillance radar specification in Table 1 as an example.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""The results show that the radar could distinguish two\nlow as -80dB. Additionally, the radar is able to detect\nvelocity can be obtained from the phase variation over one\ninterference, MIMO-radar, multibeam, OFDM-radar,\nI. INTRODUCTION\nMany radar applications demand scanning capability to allow\nand coverage over a range of angular direction, such as those\nfor surveillance, vehicular, weather monitoring, imaging, and\nlicensed under a Creative Commons Attribution 4.0 License.""]",True,The processing steps for the CC-OFDM MIMO radar system are exemplified using the surveillance radar specifications provided in Table 1.,"The retrieved reference discusses the processing steps of the CC-OFDM MIMO radar system and explicitly mentions the use of surveillance radar specifications in Table 1, which directly supports the claims made in the source paragraph.",False
78,"it can be seen from (11) that the phase correction, Cn,p,a,b is given to the n-th subcarrier frequency of the OFDM waveform generated for the p-th transmitter for beamforming to θb of symbol a. The Taylor coefﬁcient for sidelobe suppression Ip in (7) is also digitally generated directly from the WG. It is for these two reasons that the CC-OFDM waveforms must be generated simultane- ously per row of the azimuth antenna elements. It is therefore necessary to implement a digital WG at each transmitter with programmability feature, since different radar applications might require different parameters for the beams, waveforms, symbols and frames of symbols. Consequently, the adoption of the concept of software-deﬁned radar (SDR) platform is advantageous and instrumental",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"the phase difference value for beamforming to a specific beam, the phase correction for mitigating beam squinting caused by","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""radar T/R modules seem like a common phased array radar\nsystem but without any phase shifter components. On the\ncontrary, the digital parts i.e. the digital waveform generator\n(DWG) and the digital signal processor (DSP) are rather\ndifferent because both devices are needed as part of the T/R\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nMIMO radar.\nmodule that goes to the azimuth array element. The phase\ndifference value for beamforming to a specific beam, the\nphase correction for mitigating beam squinting caused by"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree""]",True,The phase correction for mitigating beam squinting in CC-OFDM-MIMO radar systems is essential for accurate beamforming (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).,"The retrieved reference discusses the phase correction necessary for beamforming, which directly supports the claims made in the source paragraph regarding the importance of phase correction in the context of CC-OFDM waveforms.",False
79,"xIF p,a,b, will be converted to analog signals through a DAC device of the p-th transmitter. Using the same procedure, the 63 beam signals are generated simultaneously by the digital WG at each transmit element. For a good operational performance of CC OFDM MIMO radar an important and crucial note should be made now, that is: Transmitting multiple symbols in series and in parallel contributing simultaneously to multiple beams effective in various range intervals, the quasi - CW transmission neces- sitates that the CC OFDM symbols should be orthogonal in time, frequency and code. In the following the orthogonality aspects are detailed. • Single CC OFDM symbol In this example, one symbol of CC-OFDM waveform contributes to 63 beam signals.",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,the principles of CC-OFDM MIMO radars have been discussed in [20] by way of an exemplary radar design for a long-range surveillance mission.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree"", ""the transmit element has already have phase difference for\nsteering the beam to the intended direction. By doing so,\nthe phase-shifter components which are usually required in\na phase array or in a coherent MIMO radars are no longer\nneeded.\nThe principles of CC-OFDM MIMO radars have been\ndiscussed in [20] by way of an exemplary radar design for\na long-range surveillance mission. The design includes the\nsystem architecture and parameters, the waveform design""]",True,"The principles of CC-OFDM MIMO radars, including the design for long-range surveillance missions, emphasize the importance of orthogonality in the transmission of multiple symbols to achieve effective beamforming across various range intervals.","The retrieved reference discusses the principles of CC-OFDM MIMO radars and their design, which directly supports the source paragraph's claim about the necessity of orthogonality in CC OFDM symbols for effective beam transmission.",False
