No.,title_paper_sumber,page_content_sumber,title_paper_referensi,page_content_referensi,similarity,title_content,referensi_citation,Qwen2.5,Mixtral,Llama3,Dolpin,Checker A,Checker B,Checker C,Checker D,Checker E,Checker F,Checker G
542,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"method for selecting potential channels. 4) The use of highly complex and computationally inten- sive models demands high computational resources. Therefore, there is a need to explore simple architec- tures offering better or comparable performance. Based on the gaps identified above, this work offers the following contributions: 1) tests and offers an improved version of the inter-subject emotion recognition in both arousal and valence classes with 32 channels and proposed selected channel method which uses 10 channels. 2) develops a channel selection architecture to select the channels with the significant information for classifi- cation. 3) provides performance outcomes based on a simplified CNN architecture having a performance level at par with the more complex architectural networks. The paper is structured",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy in the valence class and 85% accuracy in the arousal class. Pandey and Seeja conducted research using CNN architecture, achieving 59% and 59% accuracy for valence and arousal, respectively . Using Inception Resnet-V2, Cimtay and Ekmekcioglu achieved a valence of 72.81% . Using 2D frame sequences and BiDCNN, Huang et al. achieved 68% valence accuracy and 63% arousal accu- racy . Another study used a matrix sequence-based 110138 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 1.","0,9003762007",Performance Comparison of Different Architectures for Emotion Classification in EEG Data,"Farokhah, L., et al. (2023). Performance comparison of different architectures including ECLGCNN, CNN, Inception Resnet-V2, and BiDCNN for emotion classification based on EEG data using cross-subject studies with various channel selections.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
543,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"method for selecting potential channels. 4) The use of highly complex and computationally inten- sive models demands high computational resources. Therefore, there is a need to explore simple architec- tures offering better or comparable performance. Based on the gaps identified above, this work offers the following contributions: 1) tests and offers an improved version of the inter-subject emotion recognition in both arousal and valence classes with 32 channels and proposed selected channel method which uses 10 channels. 2) develops a channel selection architecture to select the channels with the significant information for classifi- cation. 3) provides performance outcomes based on a simplified CNN architecture having a performance level at par with the more complex architectural networks. The paper is structured",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"DenseNet-121 architecture yields performance in the 85.57% valence class. In a second experiment, they collab- orated on DCERNET architectures and Softmax to achieve a valence class performance of 88.57 percent. Thirdly, they combined DCERNET and SVM to achieve 88.10% valence class performance. Farokhah et al. integrated the development of a simplified CNN architecture, the best single collaboration for channel selection, and a spectro- gram with the greatest accuracy in the valence and arousal classes, achieving 98.3% and 96.7% accuracy with 32 chan- nels, respectively. Tang et al. used the spatial-temporal information learning network (STILN) technique, achieving valence and arousal accuracy rates of 67.52 and 68.31 per- cent, respectively. The presentation of the entire study utilizes 32 channels. Using 10 front","0,9018435478",Comparison of Different Architectures' Performance in Valence and Arousal Classes,"Research comparing DenseNet-121, DCERNET with Softmax and SVM, simplified CNN architecture by Farokhah et al., and STILN by Tang et al. demonstrated varying levels of accuracy in valence and arousal classes, with the best performance achieved using a simplified CNN architecture.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
544,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"method for selecting potential channels. 4) The use of highly complex and computationally inten- sive models demands high computational resources. Therefore, there is a need to explore simple architec- tures offering better or comparable performance. Based on the gaps identified above, this work offers the following contributions: 1) tests and offers an improved version of the inter-subject emotion recognition in both arousal and valence classes with 32 channels and proposed selected channel method which uses 10 channels. 2) develops a channel selection architecture to select the channels with the significant information for classifi- cation. 3) provides performance outcomes based on a simplified CNN architecture having a performance level at par with the more complex architectural networks. The paper is structured",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"proposed channel selection, the number of experiments on trials led to stable performance in terms of classification accuracy. The proposed collaboration process between the input and the channel selection method gener- ates important information, namely that the interpretation of the input and the channel selection method influences the classification results of emotions. Compared to previous studies, collaborative EEG representation, simplified CNN, and channel selection methods produced the highest per- formance. Validation of cross-subject emotion classification that collaborates with channel selection in the image domain is still limited. As additional information to demonstrate a genuine contribution, this study includes additional domain research in subchapter II Related work. Our research keeps going showing the highest accuracy performance compared to previous 2D or","0,910510838",EEG Channel Selection and Emotion Classification Performance,"The study demonstrated that collaborative EEG representation, simplified CNNs, and channel selection methods produced the highest performance in cross-subject emotion classification compared to previous studies (Paragraph).",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
545,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"of the dataset, the experimental scenarios, the pro- posed methodology, and the evaluation. Section IV describes the results of experimental research compared to previous studies on both intra-subject and inter-subject validation. Part 5 is the conclusion. II. RELATED WORK II. RELATED WORK Research related to emotion recognition using the DEAP open-source repositories attempts to improve performance accuracy. Intra-subject research has been carried out in many previous studies and obtained accuracy rates above 90%, even up to 99%. According to the existing research, intra- subject accuracy measures are superior to inter-subject accu- racy measures. In inter-subject research, the work is still very rare, resulting in poor performance, using a large number of channels, and often using a very deep architecture for",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"added in our recent publi- cation also yet tailored for spectrogram images. Instead of relying on resource-intensive transfer learning models, our approach optimizes model efficiency, making it more com- putationally friendly or resource-constrained applications. This contribution aims to streamline the implementation of emotion recognition systems without compromising perfor- mance. The proposed research is based on a simplified deep learn- ing architecture and channel selection approach that leads towards closer and resource-constrained real-time implemen- tation. In addition, research for cross-subject validation is more likely to be implemented widely than dependent subject validation. Cross-subject validation has a better generaliza- tion model than dependent-subject validation. This makes this research applicable across a wide range of industries where emotion recognition enables the development of","0,9016788006",Efficient Emotion Recognition System Using Simplified Deep Learning Architecture,"The proposed approach in the recent publication optimizes model efficiency for spectrogram images, focusing on resource-constrained applications through a simplified deep learning architecture and channel selection method (Author's Recent Publication).",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
546,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"of the dataset, the experimental scenarios, the pro- posed methodology, and the evaluation. Section IV describes the results of experimental research compared to previous studies on both intra-subject and inter-subject validation. Part 5 is the conclusion. II. RELATED WORK II. RELATED WORK Research related to emotion recognition using the DEAP open-source repositories attempts to improve performance accuracy. Intra-subject research has been carried out in many previous studies and obtained accuracy rates above 90%, even up to 99%. According to the existing research, intra- subject accuracy measures are superior to inter-subject accu- racy measures. In inter-subject research, the work is still very rare, resulting in poor performance, using a large number of channels, and often using a very deep architecture for",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"Subsequently, employing a simplified deep learning architecture, we conduct a precise classification task, cate- gorizing emotional states into valence and arousal groups. For dependent subject and cross-subject performance analy- sis, the model employs two additional validation techniques, namely random split, and leave-one-out subject. The archi- tecture proposed in this research was validated using the publicly available DEAP dataset. The dependent subject and cross-subject validation portions of the emotional validation VOLUME 11, 2023 110139 TABLE 2. Recent articles on deep learning for EEG classification. L. Farokhah et al.: Cross-Subject Channel Selection TABLE 3. DEAP dataset attributes. FIGURE 1. Proposed research framework. experiment using EEG are separated into two segments. The general proposed research framework order is depicted in Fig. 1. A.","0,9046552777",Emotional State Classification Using Deep Learning with DEAP Dataset,"Authors utilized a simplified deep learning architecture to categorize emotional states into valence and arousal groups, applying both random split and leave-one-out subject validation techniques on the DEAP dataset for dependent and cross-subject performance analysis (VOLUME 11, 2023).",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,
547,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"of the dataset, the experimental scenarios, the pro- posed methodology, and the evaluation. Section IV describes the results of experimental research compared to previous studies on both intra-subject and inter-subject validation. Part 5 is the conclusion. II. RELATED WORK II. RELATED WORK Research related to emotion recognition using the DEAP open-source repositories attempts to improve performance accuracy. Intra-subject research has been carried out in many previous studies and obtained accuracy rates above 90%, even up to 99%. According to the existing research, intra- subject accuracy measures are superior to inter-subject accu- racy measures. In inter-subject research, the work is still very rare, resulting in poor performance, using a large number of channels, and often using a very deep architecture for",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"proposed channel selection, the number of experiments on trials led to stable performance in terms of classification accuracy. The proposed collaboration process between the input and the channel selection method gener- ates important information, namely that the interpretation of the input and the channel selection method influences the classification results of emotions. Compared to previous studies, collaborative EEG representation, simplified CNN, and channel selection methods produced the highest per- formance. Validation of cross-subject emotion classification that collaborates with channel selection in the image domain is still limited. As additional information to demonstrate a genuine contribution, this study includes additional domain research in subchapter II Related work. Our research keeps going showing the highest accuracy performance compared to previous 2D or","0,9031521082",EEG Channel Selection and Emotion Classification Performance,"The study demonstrated that collaborative EEG representation, simplified CNNs, and channel selection methods produced the highest performance in cross-subject emotion classification compared to previous studies (Paragraph).",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
548,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"and gal- vanic skin response (GSR) by transforming 1D EEG into a spectrogram using CNN architecture, resulting in valence and arousal class accuracy of 78.12% and 81.25%, respec- tively by using a variety of subjects. Research on the combination of dimensionality reduction and architecture, namely CNN, SAE, and DNN, in the 2D form generated from the frequency band resulted valence and arousal accuracy of 89.49% and 92.86% , respectively. The research has used a variety of subjects in training. Wang et al. use the concept of concatenated images in treating the existing 32 channels. Two separate models have been trained (one for valence classes and other for arousal classes). The study resulted in validation accuracy for valence and arousal of",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"81.27% and 82.37% for valence and arousal clas- sifications . Pandey and Seeja used frontal lobe channel to channel selection with accuracy on valence and arousal around 50% until 60% . Reference used best single collaboration with confusion matrix as an indicator for chan- nel selection with accuracy on valence and arousal around 92%. The application of reduction channels for cross-subject classification has not been thoroughly investigated. Addition- ally, the result can be enhanced. A summary of the existing articles on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy","0,9014239907",Comparison of channel selection methods for valence and arousal classifications in EEG studies,"The study reports accuracies ranging from 50% to 60% when using frontal lobe channels for valence and arousal classification, compared to 92% accuracy obtained through the best single collaboration method as indicated by a confusion matrix (Paragraph 81.27%).",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,
549,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"and gal- vanic skin response (GSR) by transforming 1D EEG into a spectrogram using CNN architecture, resulting in valence and arousal class accuracy of 78.12% and 81.25%, respec- tively by using a variety of subjects. Research on the combination of dimensionality reduction and architecture, namely CNN, SAE, and DNN, in the 2D form generated from the frequency band resulted valence and arousal accuracy of 89.49% and 92.86% , respectively. The research has used a variety of subjects in training. Wang et al. use the concept of concatenated images in treating the existing 32 channels. Two separate models have been trained (one for valence classes and other for arousal classes). The study resulted in validation accuracy for valence and arousal of",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"DenseNet-121 architecture yields performance in the 85.57% valence class. In a second experiment, they collab- orated on DCERNET architectures and Softmax to achieve a valence class performance of 88.57 percent. Thirdly, they combined DCERNET and SVM to achieve 88.10% valence class performance. Farokhah et al. integrated the development of a simplified CNN architecture, the best single collaboration for channel selection, and a spectro- gram with the greatest accuracy in the valence and arousal classes, achieving 98.3% and 96.7% accuracy with 32 chan- nels, respectively. Tang et al. used the spatial-temporal information learning network (STILN) technique, achieving valence and arousal accuracy rates of 67.52 and 68.31 per- cent, respectively. The presentation of the entire study utilizes 32 channels. Using 10 front","0,9018399119",Comparison of Different Architectures' Performance in Valence and Arousal Classes,"Research comparing DenseNet-121, DCERNET with Softmax and SVM, simplified CNN architecture by Farokhah et al., and STILN by Tang et al. demonstrated varying levels of accuracy in valence and arousal classes, with the best performance achieved using a simplified CNN architecture.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
550,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"and gal- vanic skin response (GSR) by transforming 1D EEG into a spectrogram using CNN architecture, resulting in valence and arousal class accuracy of 78.12% and 81.25%, respec- tively by using a variety of subjects. Research on the combination of dimensionality reduction and architecture, namely CNN, SAE, and DNN, in the 2D form generated from the frequency band resulted valence and arousal accuracy of 89.49% and 92.86% , respectively. The research has used a variety of subjects in training. Wang et al. use the concept of concatenated images in treating the existing 32 channels. Two separate models have been trained (one for valence classes and other for arousal classes). The study resulted in validation accuracy for valence and arousal of",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"63.51% in valence and arousal class. In , MTLFuseNet combines VAE and GCN/GRU for EEG-based emotion recognition, outperform- ing state-of-the-art methods with accuracies of 71.33% to 73.28%. Reference introduces a subject-independent or cross-subject approach with Inception-V3 CNN achiev- ing accuracies of average 90.7%. Reference presents BiSMSM for EEG-based emotion recognition, achieving 63.10% to 61.89% accuracy. In , an ensemble method outperforms existing approaches with 64.22% to 84.44% accuracy. Reference presents a transfer learning frame- work achieving accuracy of 65.7% to 64.22% accuracy. Reference introduces an automated cross-subject frame- work with impressive accuracies of 83.9% to 84.3%. Our recent paper Farokhah et al. proposed a simplified CNN and spectrogram with 32 channels that achieve 98.3% and 96.7% valence and arousal class","0,9069885612",EEG-based Emotion Recognition Using Simplified CNN and Spectrogram,"Farokhah et al. proposed a simplified CNN and spectrogram with 32 channels for EEG-based emotion recognition, achieving accuracies of 98.3% and 96.7% in valence and arousal classes, respectively.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
551,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,". The 2D frame sequence research that has used training with various subjects is Chao’s research, which pro- duces 68.28% and 66.73% valence and arousal accuracy performances, respectively. Some inter-subject studies based on 2D images have lower performance measures. Pandey and Seeja researched 2D images of scalograms using 32 channels and frontal channels in the valence and arousal classes . The accuracy perfor- mance obtained for valence and arousal is 59% and 58%, respectively, while with the frontal channel, the accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"81.27% and 82.37% for valence and arousal clas- sifications . Pandey and Seeja used frontal lobe channel to channel selection with accuracy on valence and arousal around 50% until 60% . Reference used best single collaboration with confusion matrix as an indicator for chan- nel selection with accuracy on valence and arousal around 92%. The application of reduction channels for cross-subject classification has not been thoroughly investigated. Addition- ally, the result can be enhanced. A summary of the existing articles on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy","0,9112828374",Comparison of channel selection methods for valence and arousal classifications in EEG studies,"The study reports accuracies ranging from 50% to 60% when using frontal lobe channels for valence and arousal classification, compared to 92% accuracy obtained through the best single collaboration method as indicated by a confusion matrix (Paragraph 81.27%).",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
552,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,". The 2D frame sequence research that has used training with various subjects is Chao’s research, which pro- duces 68.28% and 66.73% valence and arousal accuracy performances, respectively. Some inter-subject studies based on 2D images have lower performance measures. Pandey and Seeja researched 2D images of scalograms using 32 channels and frontal channels in the valence and arousal classes . The accuracy perfor- mance obtained for valence and arousal is 59% and 58%, respectively, while with the frontal channel, the accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy in the valence class and 85% accuracy in the arousal class. Pandey and Seeja conducted research using CNN architecture, achieving 59% and 59% accuracy for valence and arousal, respectively . Using Inception Resnet-V2, Cimtay and Ekmekcioglu achieved a valence of 72.81% . Using 2D frame sequences and BiDCNN, Huang et al. achieved 68% valence accuracy and 63% arousal accu- racy . Another study used a matrix sequence-based 110138 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 1.","0,9134787321",Performance Comparison of Different Architectures for Emotion Classification in EEG Data,"Farokhah, L., et al. (2023). Performance comparison of different architectures including ECLGCNN, CNN, Inception Resnet-V2, and BiDCNN for emotion classification based on EEG data using cross-subject studies with various channel selections.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
553,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,". The 2D frame sequence research that has used training with various subjects is Chao’s research, which pro- duces 68.28% and 66.73% valence and arousal accuracy performances, respectively. Some inter-subject studies based on 2D images have lower performance measures. Pandey and Seeja researched 2D images of scalograms using 32 channels and frontal channels in the valence and arousal classes . The accuracy perfor- mance obtained for valence and arousal is 59% and 58%, respectively, while with the frontal channel, the accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"72.81% . Using 2D frame sequences and BiDCNN, Huang et al. achieved 68% valence accuracy and 63% arousal accu- racy . Another study used a matrix sequence-based 110138 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 1. Summary of the channel selection approaches. meta-learner with a class performance of 69.92% for valence and 68.89% for arousal . Pusarla et al. conducted three experiments simultaneously on cross-subject valida- tion . First, using a spectrogram in conjunction with the DenseNet-121 architecture yields performance in the 85.57% valence class. In a second experiment, they collab- orated on DCERNET architectures and Softmax to achieve a valence class performance of 88.57 percent. Thirdly, they combined DCERNET and SVM to achieve 88.10% valence","0,9158626795",Performance Comparison of Different Architectures in Affective Computing Tasks,"Huang et al. achieved a valence accuracy of 68% and arousal accuracy of 63% using 2D frame sequences and BiDCNN, while Pusarla et al. demonstrated higher performance with DCERNET and SVM achieving 88.10% in the valence class (Farokhah et al., VOLUME 11, 2023).",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
554,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,". The 2D frame sequence research that has used training with various subjects is Chao’s research, which pro- duces 68.28% and 66.73% valence and arousal accuracy performances, respectively. Some inter-subject studies based on 2D images have lower performance measures. Pandey and Seeja researched 2D images of scalograms using 32 channels and frontal channels in the valence and arousal classes . The accuracy perfor- mance obtained for valence and arousal is 59% and 58%, respectively, while with the frontal channel, the accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"63.51% in valence and arousal class. In , MTLFuseNet combines VAE and GCN/GRU for EEG-based emotion recognition, outperform- ing state-of-the-art methods with accuracies of 71.33% to 73.28%. Reference introduces a subject-independent or cross-subject approach with Inception-V3 CNN achiev- ing accuracies of average 90.7%. Reference presents BiSMSM for EEG-based emotion recognition, achieving 63.10% to 61.89% accuracy. In , an ensemble method outperforms existing approaches with 64.22% to 84.44% accuracy. Reference presents a transfer learning frame- work achieving accuracy of 65.7% to 64.22% accuracy. Reference introduces an automated cross-subject frame- work with impressive accuracies of 83.9% to 84.3%. Our recent paper Farokhah et al. proposed a simplified CNN and spectrogram with 32 channels that achieve 98.3% and 96.7% valence and arousal class","0,9032022953",EEG-based Emotion Recognition Using Simplified CNN and Spectrogram,"Farokhah et al. proposed a simplified CNN and spectrogram with 32 channels for EEG-based emotion recognition, achieving accuracies of 98.3% and 96.7% in valence and arousal classes, respectively.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
555,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The performance obtained is 72.81%. Furthermore, the highest performance for inter-subjects research currently available is obtained by using a spec- trogram with the DenseNet-121 and DCERNET architec- tures, which only provide performance details on the valence class . The performance of the valence class using Densenet-121 is 85.57%, while the performance of the valence class using DCERNET and softmax is 88.57%, and DCERNET and SVM is 88.10%. In addition, the valida- tion of inter-subject emotions using the 2D frame sequences resulted",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy in the valence class and 85% accuracy in the arousal class. Pandey and Seeja conducted research using CNN architecture, achieving 59% and 59% accuracy for valence and arousal, respectively . Using Inception Resnet-V2, Cimtay and Ekmekcioglu achieved a valence of 72.81% . Using 2D frame sequences and BiDCNN, Huang et al. achieved 68% valence accuracy and 63% arousal accu- racy . Another study used a matrix sequence-based 110138 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 1.","0,9054386616",Performance Comparison of Different Architectures for Emotion Classification in EEG Data,"Farokhah, L., et al. (2023). Performance comparison of different architectures including ECLGCNN, CNN, Inception Resnet-V2, and BiDCNN for emotion classification based on EEG data using cross-subject studies with various channel selections.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
556,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The performance obtained is 72.81%. Furthermore, the highest performance for inter-subjects research currently available is obtained by using a spec- trogram with the DenseNet-121 and DCERNET architec- tures, which only provide performance details on the valence class . The performance of the valence class using Densenet-121 is 85.57%, while the performance of the valence class using DCERNET and softmax is 88.57%, and DCERNET and SVM is 88.10%. In addition, the valida- tion of inter-subject emotions using the 2D frame sequences resulted",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"72.81% . Using 2D frame sequences and BiDCNN, Huang et al. achieved 68% valence accuracy and 63% arousal accu- racy . Another study used a matrix sequence-based 110138 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 1. Summary of the channel selection approaches. meta-learner with a class performance of 69.92% for valence and 68.89% for arousal . Pusarla et al. conducted three experiments simultaneously on cross-subject valida- tion . First, using a spectrogram in conjunction with the DenseNet-121 architecture yields performance in the 85.57% valence class. In a second experiment, they collab- orated on DCERNET architectures and Softmax to achieve a valence class performance of 88.57 percent. Thirdly, they combined DCERNET and SVM to achieve 88.10% valence","0,9313477874",Performance Comparison of Different Architectures in Affective Computing Tasks,"Huang et al. achieved a valence accuracy of 68% and arousal accuracy of 63% using 2D frame sequences and BiDCNN, while Pusarla et al. demonstrated higher performance with DCERNET and SVM achieving 88.10% in the valence class (Farokhah et al., VOLUME 11, 2023).",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,
557,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The performance obtained is 72.81%. Furthermore, the highest performance for inter-subjects research currently available is obtained by using a spec- trogram with the DenseNet-121 and DCERNET architec- tures, which only provide performance details on the valence class . The performance of the valence class using Densenet-121 is 85.57%, while the performance of the valence class using DCERNET and softmax is 88.57%, and DCERNET and SVM is 88.10%. In addition, the valida- tion of inter-subject emotions using the 2D frame sequences resulted",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"DenseNet-121 architecture yields performance in the 85.57% valence class. In a second experiment, they collab- orated on DCERNET architectures and Softmax to achieve a valence class performance of 88.57 percent. Thirdly, they combined DCERNET and SVM to achieve 88.10% valence class performance. Farokhah et al. integrated the development of a simplified CNN architecture, the best single collaboration for channel selection, and a spectro- gram with the greatest accuracy in the valence and arousal classes, achieving 98.3% and 96.7% accuracy with 32 chan- nels, respectively. Tang et al. used the spatial-temporal information learning network (STILN) technique, achieving valence and arousal accuracy rates of 67.52 and 68.31 per- cent, respectively. The presentation of the entire study utilizes 32 channels. Using 10 front","0,9194771051",Comparison of Different Architectures' Performance in Valence and Arousal Classes,"Research comparing DenseNet-121, DCERNET with Softmax and SVM, simplified CNN architecture by Farokhah et al., and STILN by Tang et al. demonstrated varying levels of accuracy in valence and arousal classes, with the best performance achieved using a simplified CNN architecture.",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
558,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram.,"accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The performance obtained is 72.81%. Furthermore, the highest performance for inter-subjects research currently available is obtained by using a spec- trogram with the DenseNet-121 and DCERNET architec- tures, which only provide performance details on the valence class . The performance of the valence class using Densenet-121 is 85.57%, while the performance of the valence class using DCERNET and softmax is 88.57%, and DCERNET and SVM is 88.10%. In addition, the valida- tion of inter-subject emotions using the 2D frame sequences resulted",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG,"63.51% in valence and arousal class. In , MTLFuseNet combines VAE and GCN/GRU for EEG-based emotion recognition, outperform- ing state-of-the-art methods with accuracies of 71.33% to 73.28%. Reference introduces a subject-independent or cross-subject approach with Inception-V3 CNN achiev- ing accuracies of average 90.7%. Reference presents BiSMSM for EEG-based emotion recognition, achieving 63.10% to 61.89% accuracy. In , an ensemble method outperforms existing approaches with 64.22% to 84.44% accuracy. Reference presents a transfer learning frame- work achieving accuracy of 65.7% to 64.22% accuracy. Reference introduces an automated cross-subject frame- work with impressive accuracies of 83.9% to 84.3%. Our recent paper Farokhah et al. proposed a simplified CNN and spectrogram with 32 channels that achieve 98.3% and 96.7% valence and arousal class","0,9129502177",EEG-based Emotion Recognition Using Simplified CNN and Spectrogram,"Farokhah et al. proposed a simplified CNN and spectrogram with 32 channels for EEG-based emotion recognition, achieving accuracies of 98.3% and 96.7% in valence and arousal classes, respectively.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
